ville;code_postal;latitude;longitude;department_name;region
st sauveur;21270;47.358454362;5.406230234;côte-d'or;bourgogne-franche-comté
st seine l abbaye;21440;47.441411467;4.782086985;côte-d'or;bourgogne-franche-comté
st usage;21170;47.109187696;5.250172507;côte-d'or;bourgogne-franche-comté
santenay;21590;46.917044131;4.693376033;côte-d'or;bourgogne-franche-comté
santosse;21340;47.006998252;4.634278178;côte-d'or;bourgogne-franche-comté
saussey;21360;47.063601057;4.609320935;côte-d'or;bourgogne-franche-comté
savigny sous malain;21540;47.331598741;4.754291197;côte-d'or;bourgogne-franche-comté
savouges;21910;47.180900421;5.058279605;côte-d'or;bourgogne-franche-comté
segrois;21220;47.160839775;4.893724509;côte-d'or;bourgogne-franche-comté
seigny;21150;47.576961031;4.439366686;côte-d'or;bourgogne-franche-comté
semarey;21320;47.268465329;4.626111326;côte-d'or;bourgogne-franche-comté
semezanges;21220;47.215715476;4.85077659;côte-d'or;bourgogne-franche-comté
semond;21450;47.713045261;4.572788742;côte-d'or;bourgogne-franche-comté
senailly;21500;47.582991692;4.266570447;côte-d'or;bourgogne-franche-comté
talmay;21270;47.366644381;5.46029203;côte-d'or;bourgogne-franche-comté
tarsul;21120;47.518863362;4.979226103;côte-d'or;bourgogne-franche-comté
tart le bas;21110;47.206482504;5.223135796;côte-d'or;bourgogne-franche-comté
tart;21110;47.192656727;5.214099319;côte-d'or;bourgogne-franche-comté
thoisy le desert;21320;47.249343023;4.52118266;côte-d'or;bourgogne-franche-comté
tichey;21250;47.012469724;5.288486992;côte-d'or;bourgogne-franche-comté
toutry;21460;47.500827642;4.128862764;côte-d'or;bourgogne-franche-comté
trouhans;21170;47.152554867;5.27099554;côte-d'or;bourgogne-franche-comté
venarey les laumes;21150;47.537692615;4.440176052;côte-d'or;bourgogne-franche-comté
verdonnet;21330;47.742169481;4.335601547;côte-d'or;bourgogne-franche-comté
veronnes;21260;47.535521283;5.238931352;côte-d'or;bourgogne-franche-comté
veuxhaulles sur aube;21520;47.939667384;4.812105277;côte-d'or;bourgogne-franche-comté
vieilmoulin;21540;47.313997891;4.672348437;côte-d'or;bourgogne-franche-comté
vignoles;21200;47.025603891;4.886667726;côte-d'or;bourgogne-franche-comté
villargoix;21210;47.292138151;4.290915586;côte-d'or;bourgogne-franche-comté
villeberny;21350;47.436205056;4.60028487;côte-d'or;bourgogne-franche-comté
villy en auxois;21350;47.414866721;4.628366676;côte-d'or;bourgogne-franche-comté
villy le moutier;21250;47.03853781;4.987527672;côte-d'or;bourgogne-franche-comté
vix;21400;47.907040458;4.536941187;côte-d'or;bourgogne-franche-comté
volnay;21190;46.999062912;4.783181409;côte-d'or;bourgogne-franche-comté
voudenay;21230;47.094320733;4.380001962;côte-d'or;bourgogne-franche-comté
adam les passavant;25360;47.304423439;6.368961844;doubs;bourgogne-franche-comté
adam les vercel;25530;47.163652359;6.390747202;doubs;bourgogne-franche-comté
arcon;25300;46.965530071;6.379010107;doubs;bourgogne-franche-comté
arc sous cicon;25520;47.052001906;6.399503842;doubs;bourgogne-franche-comté
aubonne;25520;47.036991462;6.343774295;doubs;bourgogne-franche-comté
les auxons;25870;47.301083178;5.951490186;doubs;bourgogne-franche-comté
bavans;25550;47.483488625;6.725023538;doubs;bourgogne-franche-comté
belleherbe;25380;47.263740562;6.650637647;doubs;bourgogne-franche-comté
bethoncourt;25200;47.540761174;6.800183507;doubs;bourgogne-franche-comté
bief;25190;47.322119805;6.773523145;doubs;bourgogne-franche-comté
bolandoz;25330;47.006848948;6.114860885;doubs;bourgogne-franche-comté
bonnetage;25210;47.180405713;6.738793642;doubs;bourgogne-franche-comté
bouclans;25360;47.244707947;6.235312183;doubs;bourgogne-franche-comté
bourguignon;25150;47.412906733;6.773436925;doubs;bourgogne-franche-comté
branne;25340;47.379863408;6.480150076;doubs;bourgogne-franche-comté
bretigney;25250;47.486573214;6.635080795;doubs;bourgogne-franche-comté
brognard;25600;47.527688414;6.865265303;doubs;bourgogne-franche-comté
busy;25320;47.167966537;5.954497312;doubs;bourgogne-franche-comté
by;25440;47.012127651;5.898912319;doubs;bourgogne-franche-comté
byans sur doubs;25320;47.112728064;5.847476913;doubs;bourgogne-franche-comté
chamesey;25380;47.237090363;6.632153755;doubs;bourgogne-franche-comté
chantrans;25330;47.047745204;6.162728603;doubs;bourgogne-franche-comté
charnay;25440;47.128364718;5.9508820710000006;doubs;bourgogne-franche-comté
chatillon guyotte;25640;47.327974033;6.168672224;doubs;bourgogne-franche-comté
chay;25440;47.033243816;5.861702592;doubs;bourgogne-franche-comté
chemaudin et vaux;25770;47.225551432;5.889498722;doubs;bourgogne-franche-comté
chevigney sur l ognon;25170;47.293255946;5.846388311;doubs;bourgogne-franche-comté
cleron;25330;47.082006859;6.071081456;doubs;bourgogne-franche-comté
pays de clerval;25340;47.390020699;6.50844951;doubs;bourgogne-franche-comté
les combes;25500;47.047311582;6.537070275;doubs;bourgogne-franche-comté
corcondray;25410;47.22689557;5.82815583;doubs;bourgogne-franche-comté
courcelles;25440;47.101007418;5.95888788;doubs;bourgogne-franche-comté
courtetain et salans;25530;47.259778312;6.426672658;doubs;bourgogne-franche-comté
crouzet migette;25270;46.957097031;6.011337688;doubs;bourgogne-franche-comté
cubrial;25680;47.504382804;6.402879543;doubs;bourgogne-franche-comté
cubry;25680;47.498514816;6.423669139;doubs;bourgogne-franche-comté
dambelin;25150;47.369184131;6.667526827;doubs;bourgogne-franche-comté
braine;2220;49.348518224;3.536763117;aisne;hauts-de-france
dasle;25230;47.482622115;6.896346932;doubs;bourgogne-franche-comté
brancourt le grand;2110;49.980556024;3.394377197;aisne;hauts-de-france
deservillers;25330;46.999230497;6.072633537;doubs;bourgogne-franche-comté
brissay choigny;2240;49.722999325;3.397153709;aisne;hauts-de-france
durnes;25580;47.106434584;6.222743371;doubs;bourgogne-franche-comté
bruys;2220;49.261914887;3.568519675;aisne;hauts-de-france
ecole valentin;25480;47.274547645;5.988996534;doubs;bourgogne-franche-comté
bucilly;2500;49.866351037;4.09342038;aisne;hauts-de-france
ecole valentin;25480;47.274547645;5.988996534;doubs;bourgogne-franche-comté
bucy les cerny;2870;49.579101939;3.496606176;aisne;hauts-de-france
les ecorces;25140;47.204398318;6.79706026;doubs;bourgogne-franche-comté
bucy les pierrepont;2350;49.646348774;3.903113266;aisne;hauts-de-france
ecurcey;25150;47.402827225;6.803889804;doubs;bourgogne-franche-comté
bussiares;2810;49.076557021;3.250333474;aisne;hauts-de-france
emagny;25170;47.304098687;5.868927656;doubs;bourgogne-franche-comté
le catelet;2420;50.000988906;3.24317682;aisne;hauts-de-france
eternoz;25330;47.016116016;6.001525645;doubs;bourgogne-franche-comté
caumont;2300;49.637686756;3.172916368;aisne;hauts-de-france
fallerans;25580;47.138501269;6.292666869;doubs;bourgogne-franche-comté
cerizy;2240;49.766172395;3.32359533;aisne;hauts-de-france
ferrieres le lac;25470;47.268345587;6.889751902;doubs;bourgogne-franche-comté
cerny les bucy;2870;49.577784884;3.5462474;aisne;hauts-de-france
fertans;25330;47.055949024;6.065214181;doubs;bourgogne-franche-comté
cerseuil;2220;49.324498852;3.5174254730000003;aisne;hauts-de-france
feule;25190;47.350949336;6.735808695;doubs;bourgogne-franche-comté
chalandry;2270;49.670262121;3.644556987;aisne;hauts-de-france
les fins;25500;47.078650056;6.628880942;doubs;bourgogne-franche-comté
champs;2670;49.54391254;3.261593233;aisne;hauts-de-france
fourcatier et maison neuve;25370;46.764007186;6.31348775;doubs;bourgogne-franche-comté
charly sur marne;2310;48.987508694;3.292271602;aisne;hauts-de-france
froidevaux;25190;47.300769601;6.693172288;doubs;bourgogne-franche-comté
charteves;2400;49.089938422;3.50886325;aisne;hauts-de-france
fuans;25390;47.127962473;6.58978501;doubs;bourgogne-franche-comté
chaudardes;2160;49.396446073;3.789258777;aisne;hauts-de-france
gellin;25240;46.717675938;6.234807455;doubs;bourgogne-franche-comté
chavignon;2000;49.479022495;3.518689564;aisne;hauts-de-france
geneuille;25870;47.320522031;5.971782468;doubs;bourgogne-franche-comté
chevresis monceau;2270;49.761675335;3.5828212180000003;aisne;hauts-de-france
germefontaine;25510;47.22489224;6.482959354;doubs;bourgogne-franche-comté
chierry;2400;49.034780078;3.434013377;aisne;hauts-de-france
gilley;25650;47.054177095;6.488024089;doubs;bourgogne-franche-comté
chivres val;2880;49.402926304;3.438765509;aisne;hauts-de-france
glere;25190;47.348257334;6.983756337;doubs;bourgogne-franche-comté
cierges;2130;49.164572732;3.604740104;aisne;hauts-de-france
glere;25190;47.348257334;6.983756337;doubs;bourgogne-franche-comté
clacy et thierret;2000;49.552417519;3.565677453;aisne;hauts-de-france
goux sous landet;25440;47.078678808;5.932899425;doubs;bourgogne-franche-comté
hauterive la fresse;25650;46.967518503;6.456055061;doubs;bourgogne-franche-comté
l hopital du grosbois;25620;47.180087227;6.211261901;doubs;bourgogne-franche-comté
l hopital st lieffroy;25340;47.399564977;6.455986794;doubs;bourgogne-franche-comté
hyemondans;25250;47.381467273;6.640073548;doubs;bourgogne-franche-comté
labergement ste marie;25160;46.779390107;6.276976882;doubs;bourgogne-franche-comté
villers le lac;25130;47.07061191;6.689764642;doubs;bourgogne-franche-comté
laire;25550;47.550599751;6.734240083;doubs;bourgogne-franche-comté
lantenne vertiere;25170;47.23107732;5.773171463;doubs;bourgogne-franche-comté
lavernay;25170;47.244456134;5.818327852;doubs;bourgogne-franche-comté
levier;25270;46.959668626;6.11213352;doubs;bourgogne-franche-comté
lizine;25330;47.055221042;5.993329034;doubs;bourgogne-franche-comté
longeville;25330;47.02842758;6.229220115;doubs;bourgogne-franche-comté
longevilles mont d or;25370;46.745152917;6.330378623;doubs;bourgogne-franche-comté
luxiol;25110;47.379564427;6.347673143;doubs;bourgogne-franche-comté
maiche;25120;47.239836809;6.798527928;doubs;bourgogne-franche-comté
malbrans;25620;47.123410849;6.0887448;doubs;bourgogne-franche-comté
mamirolle;25620;47.198979131;6.161948564;doubs;bourgogne-franche-comté
marvelise;25250;47.521945067;6.594369356;doubs;bourgogne-franche-comté
mathay;25700;47.442693838;6.770695033;doubs;bourgogne-franche-comté
mercey le grand;25410;47.212285682;5.751259384;doubs;bourgogne-franche-comté
moncley;25170;47.303416468;5.90262275;doubs;bourgogne-franche-comté
mont de laval;25210;47.16182578;6.635987788;doubs;bourgogne-franche-comté
mont de vougney;25120;47.242255197;6.739633828;doubs;bourgogne-franche-comté
montfaucon;25660;47.241779882;6.086751473;doubs;bourgogne-franche-comté
mouthier haute pierre;25920;47.034458994;6.276033005;doubs;bourgogne-franche-comté
osse;25360;47.270873401;6.211489132;doubs;bourgogne-franche-comté
ouhans;25520;47.001146271;6.301940624;doubs;bourgogne-franche-comté
ouvans;25530;47.276265058;6.488170458;doubs;bourgogne-franche-comté
passavant;25360;47.278204878;6.39486536;doubs;bourgogne-franche-comté
pierrefontaine les varans;25510;47.219585269;6.550507921;doubs;bourgogne-franche-comté
placey;25170;47.25795692;5.848539543;doubs;bourgogne-franche-comté
le val;25440;47.063051358;5.906786548;doubs;bourgogne-franche-comté
pontarlier;25300;46.912001061;6.389237772;doubs;bourgogne-franche-comté
abelcourt;70300;47.793017587;6.277605629;haute-saône;bourgogne-franche-comté
les pontets;25240;46.721283756;6.163328455;doubs;bourgogne-franche-comté
amage;70280;47.846082414;6.497632308;haute-saône;bourgogne-franche-comté
pouligney lusans;25640;47.335138381;6.200686615;doubs;bourgogne-franche-comté
amblans et velotte;70200;47.680835705;6.417873412;haute-saône;bourgogne-franche-comté
rang;25250;47.42338688;6.5624792240000005;doubs;bourgogne-franche-comté
autrey les cerre;70110;47.613034745;6.345513789;haute-saône;bourgogne-franche-comté
remondans vaivre;25150;47.379252444;6.708361041;doubs;bourgogne-franche-comté
auvet et la chapelotte;70100;47.507165522;5.525736079;haute-saône;bourgogne-franche-comté
rillans;25110;47.413191704;6.366711952;doubs;bourgogne-franche-comté
auxon;70000;47.694186575;6.15517234;haute-saône;bourgogne-franche-comté
la riviere drugeon;25560;46.874392091;6.214743695;doubs;bourgogne-franche-comté
bard les pesmes;70140;47.278128938;5.627895735;haute-saône;bourgogne-franche-comté
roches les blamont;25310;47.410650192;6.854238826;doubs;bourgogne-franche-comté
baudoncourt;70300;47.775434757;6.34369778;haute-saône;bourgogne-franche-comté
rougemont;25680;47.479650275;6.347947078;doubs;bourgogne-franche-comté
belonchamp;70270;47.773601385;6.609391174;haute-saône;bourgogne-franche-comté
rougemontot;25640;47.390398335;6.26274994;doubs;bourgogne-franche-comté
belverne;70400;47.627747177;6.654622601;haute-saône;bourgogne-franche-comté
sauvagney;25170;47.32197396;5.911168955;doubs;bourgogne-franche-comté
betoncourt st pancras;70210;47.918228924;6.181387662;haute-saône;bourgogne-franche-comté
silley blefond;25110;47.321890573;6.330461454;doubs;bourgogne-franche-comté
betoncourt sur mance;70500;47.838043416;5.754509431;haute-saône;bourgogne-franche-comté
sochaux;25600;47.514446857;6.830048008;doubs;bourgogne-franche-comté
beveuge;70110;47.559857968;6.49107195;haute-saône;bourgogne-franche-comté
solemont;25190;47.344565374;6.706201015;doubs;bourgogne-franche-comté
bousseraucourt;70500;47.963044872;5.935858342;haute-saône;bourgogne-franche-comté
sombacour;25520;46.95021968;6.241091602;doubs;bourgogne-franche-comté
broye les loups et verfontaine;70100;47.462006818;5.430905886;haute-saône;bourgogne-franche-comté
torpes;25320;47.172432775;5.880815921;doubs;bourgogne-franche-comté
bucey les traves;70360;47.628825804;5.985272439;haute-saône;bourgogne-franche-comté
touillon et loutelet;25370;46.793561298;6.351805357;doubs;bourgogne-franche-comté
cenans;70230;47.432930892;6.188764491;haute-saône;bourgogne-franche-comté
urtiere;25470;47.256791383;6.922866622;doubs;bourgogne-franche-comté
champlitte;70600;47.632260662;5.513302307;haute-saône;bourgogne-franche-comté
valentigney;25700;47.46427805;6.825422975;doubs;bourgogne-franche-comté
champlitte;70600;47.632260662;5.513302307;haute-saône;bourgogne-franche-comté
valonne;25190;47.342525104;6.668210169;doubs;bourgogne-franche-comté
champlitte;70600;47.632260662;5.513302307;haute-saône;bourgogne-franche-comté
vaufrey;25190;47.340530906;6.931141027;doubs;bourgogne-franche-comté
champtonnay;70100;47.37619281;5.661929374;haute-saône;bourgogne-franche-comté
vaux et chantegrue;25160;46.799295069;6.234371622;doubs;bourgogne-franche-comté
champvans;70100;47.396781684;5.592345301;haute-saône;bourgogne-franche-comté
venise;25870;47.349654114;6.113475713;doubs;bourgogne-franche-comté
chancey;70140;47.323878666;5.678591013;haute-saône;bourgogne-franche-comté
vennans;25640;47.329317937;6.233031435;doubs;bourgogne-franche-comté
charcenne;70700;47.368718767;5.777058236;haute-saône;bourgogne-franche-comté
vennes;25390;47.158571889;6.540960423;doubs;bourgogne-franche-comté
chateney;70240;47.697301703;6.318254477;haute-saône;bourgogne-franche-comté
chauvirey le chatel;70500;47.786728049;5.743357406;haute-saône;bourgogne-franche-comté
chauvirey le vieil;70500;47.781339798;5.75801197;haute-saône;bourgogne-franche-comté
montcornet;2340;49.682535369;4.000656525;aisne;hauts-de-france
chenebier;70400;47.644253954;6.706787869;haute-saône;bourgogne-franche-comté
monthurel;2330;49.027764666;3.552059893;aisne;hauts-de-france
cirey;70190;47.413098981;6.132449298;haute-saône;bourgogne-franche-comté
montreuil aux lions;2310;49.027138689;3.195561016;aisne;hauts-de-france
cognieres;70230;47.498141319;6.286541281;haute-saône;bourgogne-franche-comté
moy de l aisne;2610;49.750649852;3.351124587;aisne;hauts-de-france
colombe les vesoul;70000;47.612720583;6.221105645;haute-saône;bourgogne-franche-comté
nanteuil la fosse;2880;49.433709684;3.448175008;aisne;hauts-de-france
colombotte;70240;47.663551883;6.288078082;haute-saône;bourgogne-franche-comté
neuve maison;2500;49.929591708;4.04023494;aisne;hauts-de-france
combeaufontaine;70120;47.709581391;5.897010084;haute-saône;bourgogne-franche-comté
noyant et aconin;2200;49.332192555;3.334169702;aisne;hauts-de-france
contreglise;70160;47.840882345;6.02905754;haute-saône;bourgogne-franche-comté
oisy;2450;50.023259497;3.653031318;aisne;hauts-de-france
coulevon;70000;47.648845132;6.180628616;haute-saône;bourgogne-franche-comté
ollezy;2480;49.73003112;3.145792647;aisne;hauts-de-france
couthenans;70400;47.59031054;6.725371206;haute-saône;bourgogne-franche-comté
omissy;2100;49.880775891;3.297904005;aisne;hauts-de-france
cresancey;70100;47.399767707;5.64890923;haute-saône;bourgogne-franche-comté
orgeval;2860;49.504581954;3.704594862;aisne;hauts-de-france
crevans et la chapelle les granges;70400;47.549491987;6.593167695;haute-saône;bourgogne-franche-comté
origny ste benoite;2390;49.826914428;3.52908035;aisne;hauts-de-france
dampvalley st pancras;70210;47.912570123;6.199884273;haute-saône;bourgogne-franche-comté
ostel;2370;49.430500353;3.565137785;aisne;hauts-de-france
demangevelle;70210;47.930775726;6.039571242;haute-saône;bourgogne-franche-comté
parfondeval;2360;49.744216822;4.160683927;aisne;hauts-de-france
denevre;70180;47.555872003;5.644729648;haute-saône;bourgogne-franche-comté
pavant;2310;48.954478155;3.286775662;aisne;hauts-de-france
esmoulieres;70310;47.852106848;6.616551031;haute-saône;bourgogne-franche-comté
esprels;70110;47.542711174;6.359668985;haute-saône;bourgogne-franche-comté
faucogney et la mer;70310;47.831947285;6.583762264;haute-saône;bourgogne-franche-comté
faverney;70160;47.766395143;6.080674935;haute-saône;bourgogne-franche-comté
ferrieres les scey;70360;47.660369383;6.003938557;haute-saône;bourgogne-franche-comté
fontenois les montbozon;70230;47.488579586;6.235360751;haute-saône;bourgogne-franche-comté
francalmont;70800;47.833435056;6.271110067;haute-saône;bourgogne-franche-comté
franchevelle;70200;47.743090689;6.460874624;haute-saône;bourgogne-franche-comté
francourt;70180;47.65432708;5.733253068;haute-saône;bourgogne-franche-comté
framont;70600;47.571476321;5.579454264;haute-saône;bourgogne-franche-comté
frasne le chateau;70700;47.464032961;5.892090983;haute-saône;bourgogne-franche-comté
fresse;70270;47.761199127;6.675543304;haute-saône;bourgogne-franche-comté
georfans;70110;47.534136219;6.513037506;haute-saône;bourgogne-franche-comté
gourgeon;70120;47.718089779;5.847493272;haute-saône;bourgogne-franche-comté
granges la ville;70400;47.568382279;6.565970501;haute-saône;bourgogne-franche-comté
grattery;70170;47.672573773;6.082287381;haute-saône;bourgogne-franche-comté
haut du them chateau lambert;70440;47.837430708;6.746249562;haute-saône;bourgogne-franche-comté
hericourt;70400;47.569197714;6.762227749;haute-saône;bourgogne-franche-comté
igny;70700;47.481521537;5.755465238;haute-saône;bourgogne-franche-comté
jussey;70500;47.81710493;5.890039654;haute-saône;bourgogne-franche-comté
lambrey;70500;47.764037884;5.929352841;haute-saône;bourgogne-franche-comté
larians et munans;70230;47.423700015;6.229229926;haute-saône;bourgogne-franche-comté
magny jobert;70200;47.646933497;6.611500857;haute-saône;bourgogne-franche-comté
magny les jussey;70500;47.856531641;5.977642272;haute-saône;bourgogne-franche-comté
magny vernois;70200;47.668845824;6.470402981;haute-saône;bourgogne-franche-comté
mailleroncourt st pancras;70210;47.928233313;6.139205037;haute-saône;bourgogne-franche-comté
la malachere;70190;47.455183034;6.072008487;haute-saône;bourgogne-franche-comté
melin;70120;47.742679123;5.821719698;haute-saône;bourgogne-franche-comté
melincourt;70210;47.887737592;6.129869478;haute-saône;bourgogne-franche-comté
membrey;70180;47.585291957;5.7501345310000005;haute-saône;bourgogne-franche-comté
mercey sur saone;70130;47.524582244;5.727640887;haute-saône;bourgogne-franche-comté
mignavillers;70400;47.58691409;6.553855276;haute-saône;bourgogne-franche-comté
montagney;70140;47.28566775;5.656107332;haute-saône;bourgogne-franche-comté
montigny les cherlieu;70500;47.787373389;5.816458303;haute-saône;bourgogne-franche-comté
montjustin et velotte;70110;47.619005939;6.373972501;haute-saône;bourgogne-franche-comté
montureux et prantigny;70100;47.505056279;5.630248626;haute-saône;bourgogne-franche-comté
la roche morey;70120;47.694847267;5.753010926;haute-saône;bourgogne-franche-comté
nantilly;70100;47.458074311;5.529460447;haute-saône;bourgogne-franche-comté
navenne;70000;47.602699474;6.162131452;haute-saône;bourgogne-franche-comté
neuvelle les la charite;70130;47.539487712;5.960283521;haute-saône;bourgogne-franche-comté
ouge;70500;47.798963835;5.700484544;haute-saône;bourgogne-franche-comté
villers sur fere;2130;49.17194041;3.531402762;aisne;hauts-de-france
palante;70200;47.664939279;6.582662684;haute-saône;bourgogne-franche-comté
perrouse;70190;47.367555581;6.045072562;haute-saône;bourgogne-franche-comté
pesmes;70140;47.291311997;5.572686793;haute-saône;bourgogne-franche-comté
voharies;2140;49.787182304;3.792274408;aisne;hauts-de-france
polaincourt et clairefontaine;70210;47.875450126;6.066059397;haute-saône;bourgogne-franche-comté
pomoy;70240;47.659593264;6.346807934;haute-saône;bourgogne-franche-comté
la romaine;70130;47.538468921;5.899657885;haute-saône;bourgogne-franche-comté
la romaine;70130;47.538468921;5.899657885;haute-saône;bourgogne-franche-comté
port sur saone;70170;47.692685313;6.032558302;haute-saône;bourgogne-franche-comté
poyans;70100;47.444382142;5.476407564;haute-saône;bourgogne-franche-comté
provenchere;70170;47.721925906;6.124127962;haute-saône;bourgogne-franche-comté
purgerot;70160;47.749908228;5.991356455;haute-saône;bourgogne-franche-comté
quincey;70000;47.591299215;6.201454196;haute-saône;bourgogne-franche-comté
raddon et chapendu;70280;47.856105861;6.452942209;haute-saône;bourgogne-franche-comté
roche et raucourt;70180;47.621136143;5.70619495;haute-saône;bourgogne-franche-comté
ronchamp;70250;47.71625711;6.634603743;haute-saône;bourgogne-franche-comté
rosieres sur mance;70500;47.837750855;5.8042152;haute-saône;bourgogne-franche-comté
st ferjeux;70110;47.54604985;6.507122887;haute-saône;bourgogne-franche-comté
st marcel;70500;47.825114589;5.819082387;haute-saône;bourgogne-franche-comté
ste marie en chanois;70310;47.838476395;6.520172089;haute-saône;bourgogne-franche-comté
st sulpice;70110;47.571978418;6.44967713;haute-saône;bourgogne-franche-comté
sauvigney les pesmes;70140;47.306337248;5.569583195;haute-saône;bourgogne-franche-comté
servigney;70240;47.730639634;6.298289108;haute-saône;bourgogne-franche-comté
seveux motey;70130;47.534235847;5.765371204;haute-saône;bourgogne-franche-comté
soing cubry charentenay;70130;47.585067653;5.888756981;haute-saône;bourgogne-franche-comté
sorans les breurey;70190;47.396323947;6.046935352;haute-saône;bourgogne-franche-comté
tromarey;70150;47.335799249;5.723099071;haute-saône;bourgogne-franche-comté
vauvillers;70210;47.928385274;6.110655319;haute-saône;bourgogne-franche-comté
vaux le moncelot;70700;47.476531232;5.904459028;haute-saône;bourgogne-franche-comté
adelans et le val de bithaine;70200;47.706717531;6.395819289;haute-saône;bourgogne-franche-comté
velle le chatel;70000;47.588178789;6.055255912;haute-saône;bourgogne-franche-comté
ambievillers;70210;47.996043428;6.140084042;haute-saône;bourgogne-franche-comté
vellemoz;70700;47.477309416;5.79212624;haute-saône;bourgogne-franche-comté
apremont;70100;47.392573101;5.52963432;haute-saône;bourgogne-franche-comté
velloreille les choye;70700;47.390178914;5.723657105;haute-saône;bourgogne-franche-comté
arbecey;70120;47.735500248;5.931741131;haute-saône;bourgogne-franche-comté
la vergenne;70200;47.6151545;6.519122147;haute-saône;bourgogne-franche-comté
argillieres;70600;47.664387639;5.6259085550000005;haute-saône;bourgogne-franche-comté
verlans;70400;47.570513358;6.718830159;haute-saône;bourgogne-franche-comté
arpenans;70200;47.620693728;6.412623173;haute-saône;bourgogne-franche-comté
la villedieu en fontenette;70160;47.771187172;6.20395005;haute-saône;bourgogne-franche-comté
arsans;70100;47.367520245;5.631663711;haute-saône;bourgogne-franche-comté
la voivre;70310;47.818767128;6.554922704;haute-saône;bourgogne-franche-comté
augicourt;70500;47.770074882;5.891710575;haute-saône;bourgogne-franche-comté
vouhenans;70200;47.642836147;6.494957968;haute-saône;bourgogne-franche-comté
autoreille;70700;47.370631773;5.825293921;haute-saône;bourgogne-franche-comté
vregille;70150;47.330111634;5.887799734;haute-saône;bourgogne-franche-comté
les aynans;70200;47.618380319;6.45037281;haute-saône;bourgogne-franche-comté
l abergement ste colombe;71370;46.753682428;5.027928189;saône-et-loire;bourgogne-franche-comté
bassigney;70800;47.824843036;6.183214637;haute-saône;bourgogne-franche-comté
ameugny;71460;46.524199753;4.666928533;saône-et-loire;bourgogne-franche-comté
beaujeu st vallier pierrejux quitteur;70100;47.498791396;5.6930678310000005;haute-saône;bourgogne-franche-comté
barnay;71540;47.085347138;4.32127509;saône-et-loire;bourgogne-franche-comté
betoncourt les brotte;70300;47.737981249;6.343367662;haute-saône;bourgogne-franche-comté
baron;71120;46.493439086;4.281473124;saône-et-loire;bourgogne-franche-comté
bonnevent velloreille;70700;47.393992623;5.930537608;haute-saône;bourgogne-franche-comté
beaubery;71220;46.410093391;4.395167329;saône-et-loire;bourgogne-franche-comté
borey;70110;47.581004665;6.351677264;haute-saône;bourgogne-franche-comté
beaurepaire en bresse;71580;46.667666225;5.393996689;saône-et-loire;bourgogne-franche-comté
bougey;70500;47.783539249;5.862399712;haute-saône;bourgogne-franche-comté
bey;71620;46.820994982;4.970084728;saône-et-loire;bourgogne-franche-comté
bouhans les montbozon;70230;47.485745818;6.280826188;haute-saône;bourgogne-franche-comté
bissy sur fley;71460;46.663725185;4.621386998;saône-et-loire;bourgogne-franche-comté
bouligney;70800;47.911941064;6.24853975;haute-saône;bourgogne-franche-comté
blanot;71250;46.481308755;4.740425115;saône-et-loire;bourgogne-franche-comté
bourguignon les conflans;70800;47.815563915;6.157057179;haute-saône;bourgogne-franche-comté
bonnay;71460;46.549744461;4.625849592;saône-et-loire;bourgogne-franche-comté
brotte les luxeuil;70300;47.750846229;6.345138581;haute-saône;bourgogne-franche-comté
bouhans;71330;46.777316221;5.292426031;saône-et-loire;bourgogne-franche-comté
la bruyere;70280;47.81270009;6.469490922;haute-saône;bourgogne-franche-comté
la boulaye;71320;46.737376443;4.150727012;saône-et-loire;bourgogne-franche-comté
cendrecourt;70500;47.839533593;5.938272753;haute-saône;bourgogne-franche-comté
bresse sur grosne;71460;46.59543073;4.728269645;saône-et-loire;bourgogne-franche-comté
la chapelle les luxeuil;70300;47.7743482;6.380960165;haute-saône;bourgogne-franche-comté
le breuil;71670;46.7951899;4.4935717440000005;saône-et-loire;bourgogne-franche-comté
chargey les gray;70100;47.493122116;5.579257445;haute-saône;bourgogne-franche-comté
burzy;71460;46.594383946;4.585509142;saône-et-loire;bourgogne-franche-comté
chargey les port;70170;47.729246081;5.996663707;haute-saône;bourgogne-franche-comté
champforgeuil;71530;46.815414098;4.825584891;saône-et-loire;bourgogne-franche-comté
charmes st valbert;70120;47.73151239;5.708287905;haute-saône;bourgogne-franche-comté
change;21340;46.930650572;4.628952666;côte-d'or;bourgogne-franche-comté
chassey les scey;70360;47.643642053;5.985550871;haute-saône;bourgogne-franche-comté
chapaize;71460;46.552649933;4.736270614;saône-et-loire;bourgogne-franche-comté
chaux la lotiere;70190;47.382249102;5.967257731;haute-saône;bourgogne-franche-comté
la chapelle au mans;71130;46.62913723;3.977632611;saône-et-loire;bourgogne-franche-comté
chavanne;70400;47.559540759;6.657924138;haute-saône;bourgogne-franche-comté
la chapelle de guinchay;71570;46.218382104;4.760622658;saône-et-loire;bourgogne-franche-comté
chenevrey et morogne;70150;47.28098821;5.736661877;haute-saône;bourgogne-franche-comté
la chapelle du mont de france;71520;46.381228833;4.540556602;saône-et-loire;bourgogne-franche-comté
conflans sur lanterne;70800;47.810193376;6.214214766;haute-saône;bourgogne-franche-comté
charbonnat;71320;46.77913877;4.114468451;saône-et-loire;bourgogne-franche-comté
la corbiere;70300;47.792860571;6.486590602;haute-saône;bourgogne-franche-comté
