ville;code_postal;latitude;longitude;department_name;region
bisinchi;20235;42.486019143;9.319438296;haute-corse;corse
borgo;20290;42.574003192;9.457372925;haute-corse;corse
brando;20222;42.779657479;9.450579341;haute-corse;corse
brando;20222;42.779657479;9.450579341;haute-corse;corse
calenzana;20214;42.478233157;8.804174473;haute-corse;corse
calenzana;20214;42.478233157;8.804174473;haute-corse;corse
cambia;20244;42.368771929;9.302086757;haute-corse;corse
campitello;20252;42.526951928;9.324989461;haute-corse;corse
casevecchie;20270;42.135680677;9.367689873;haute-corse;corse
castineta;20218;42.428151857;9.272871351;haute-corse;corse
cervione;20221;42.320942878;9.516363905;haute-corse;corse
corscia;20224;42.36912127;9.055683928;haute-corse;corse
erbajolo;20212;42.253058568;9.263518462;haute-corse;corse
focicchia;20212;42.250218538;9.292631017;haute-corse;corse
gavignano;20218;42.424118586;9.250834128;haute-corse;corse
l ile rousse;20220;42.631687297;8.933922569;haute-corse;corse
isolaccio di fiumorbo;20243;42.015837338;9.264232102;haute-corse;corse
linguizzetta;20230;42.217767916;9.50995452;haute-corse;corse
lucciana;20290;42.541487267;9.47330789;haute-corse;corse
luri;20228;42.893359964;9.410317935;haute-corse;corse
luri;20228;42.893359964;9.410317935;haute-corse;corse
moncale;20214;42.503349971;8.819545913;haute-corse;corse
morsiglia;20238;42.935746737;9.373641618;haute-corse;corse
murato;20239;42.567488213;9.327568214;haute-corse;corse
muro;20225;42.546200932;8.91727282;haute-corse;corse
olmeta di tuda;20232;42.612322524;9.363945407;haute-corse;corse
pancheraccia;20270;42.196509397;9.404937717;haute-corse;corse
patrimonio;20253;42.706839976;9.367278492;haute-corse;corse
piedicroce;20229;42.383602991;9.367496412;haute-corse;corse
pietraserena;20251;42.233745006;9.354649252;haute-corse;corse
poggio di nazza;20240;42.052471465;9.292823274;haute-corse;corse
poggio di venaco;20250;42.268695229;9.205973945;haute-corse;corse
popolasca;20218;42.437461206;9.135258451;haute-corse;corse
prunelli di fiumorbo;20243;42.007265959;9.367472881;haute-corse;corse
prunelli di fiumorbo;20243;42.007265959;9.367472881;haute-corse;corse
rapaggio;20229;42.37505896;9.383938322;haute-corse;corse
scolca;20290;42.538730176;9.364871046;haute-corse;corse
serra di fiumorbo;20243;41.971831965;9.328627275;haute-corse;corse
san damiano;20213;42.406030999;9.414212625;haute-corse;corse
san nicolao;20230;42.368554556;9.509268001;haute-corse;corse
tarrano;20234;42.34423574;9.401886383;haute-corse;corse
valle d alesani;20234;42.328016128;9.434606151;haute-corse;corse
valle di rostino;20235;42.460117779;9.264946452;haute-corse;corse
valle d orezza;20229;42.362343619;9.40334978;haute-corse;corse
ventiseri;20240;41.941136433;9.362670094;haute-corse;corse
vezzani;20242;42.157535989;9.29219028;haute-corse;corse
ville di paraso;20279;42.58198927;8.989693518;haute-corse;corse
vivario;20219;42.152494442;9.120723761;haute-corse;corse
volpajola;20290;42.519867456;9.360362944;haute-corse;corse
san gavino di fiumorbo;20243;41.971505019;9.247435686;haute-corse;corse
afa;20167;41.984099158;8.798384636;corse-du-sud;corse
alata;20167;41.973629147;8.73166165;corse-du-sud;corse
ambiegna;20151;42.087881677;8.77334639;corse-du-sud;corse
arro;20151;42.096711741;8.80432428;corse-du-sud;corse
belvedere campomoro;20110;41.617484765;8.823760312000001;corse-du-sud;corse
bocognano;20136;42.088739774;9.070832593;corse-du-sud;corse
cargese;20130;42.15446097;8.62688662;corse-du-sud;corse
cargiaca;20164;41.732245332;9.040954726;corse-du-sud;corse
corrano;20168;41.881942483;9.071029024;corse-du-sud;corse
cristinacce;20126;42.243558113;8.855476205;corse-du-sud;corse
cuttoli corticchiato;20167;41.976786839;8.883279935000001;corse-du-sud;corse
evisa;20126;42.285205276;8.820545759;corse-du-sud;corse
grosseto prugna;20128;41.881679666;8.8180744;corse-du-sud;corse
grosseto prugna;20166;41.881679666;8.8180744;corse-du-sud;corse
guarguale;20128;41.827608574;8.927786507;corse-du-sud;corse
loreto di tallano;20165;41.69992436;9.03147424;corse-du-sud;corse
marignana;20141;42.208985566;8.690764867;corse-du-sud;corse
ota;20150;42.254917144;8.733415061;corse-du-sud;corse
poggiolo;20125;42.162669782;8.898744992;corse-du-sud;corse
sari solenzara;20145;41.813484625;9.352409259;corse-du-sud;corse
sari d orcino;20151;42.064793742;8.833814061;corse-du-sud;corse
serra di ferro;20140;41.741296698;8.812690377;corse-du-sud;corse
serriera;20147;42.307095789;8.732578621;corse-du-sud;corse
sorbollano;20152;41.750045408;9.115741672;corse-du-sud;corse
santa maria figaniella;20143;41.724797617;9.008692108;corse-du-sud;corse
viggianello;20110;41.668941046;8.944901982;corse-du-sud;corse
alando;20212;42.307923468;9.286438857;haute-corse;corse
albertacce;20224;42.311736325;8.924113162;haute-corse;corse
algajola;20220;42.604789177;8.8573027;haute-corse;corse
barrettali;20228;42.87317892;9.360533263;haute-corse;corse
bastia;20600;42.686420533;9.425134055;haute-corse;corse
calenzana;20260;42.478233157;8.804174473;haute-corse;corse
campana;20229;42.388404949;9.340363117;haute-corse;corse
campi;20270;42.268421021;9.42340261;haute-corse;corse
campile;20290;42.495874387;9.355468104;haute-corse;corse
carpineto;20229;42.355816993;9.380036665;haute-corse;corse
carticasi;20244;42.347884499;9.304041972;haute-corse;corse
casamaccioli;20224;42.282832216;8.995293774;haute-corse;corse
casanova;20250;42.261871783;9.151974719;haute-corse;corse
corte;20250;42.270219558;9.083127876;haute-corse;corse
croce;20237;42.407784001;9.357450274;haute-corse;corse
crocicchia;20290;42.473573975;9.352551876;haute-corse;corse
erone;20244;42.375538829;9.266421193;haute-corse;corse
felce;20234;42.346046887;9.425120642;haute-corse;corse
lavatoggio;20225;42.573525634;8.86117754;haute-corse;corse
loreto di casinca;20215;42.476560658;9.425072468;haute-corse;corse
lugo di nazza;20240;42.075917936;9.32399106;haute-corse;corse
mazzola;20212;42.304307939;9.327333922;haute-corse;corse
meria;20287;42.919921907;9.436625076;haute-corse;corse
moita;20270;42.281916177;9.410701158;haute-corse;corse
morosaglia;20218;42.447442972;9.254839416;haute-corse;corse
olcani;20217;42.806047774;9.386810335;haute-corse;corse
olmeta di capocorso;20217;42.76662536;9.377150937;haute-corse;corse
omessa;20236;42.382592655;9.193716559;haute-corse;corse
omessa;20236;42.382592655;9.193716559;haute-corse;corse
parata;20229;42.367370002;9.419511907;haute-corse;corse
penta acquatella;20290;42.463219499;9.372503735;haute-corse;corse
penta di casinca;20213;42.454846225;9.497197393;haute-corse;corse
piazzali;20234;42.319849138;9.40624796;haute-corse;corse
piedipartino;20229;42.357818151;9.344917642;haute-corse;corse
pino;20228;42.905224972;9.353761488;haute-corse;corse
poggio mezzana;20230;42.40146433;9.512024925;haute-corse;corse
prunelli di fiumorbo;20243;42.007265959;9.367472881;haute-corse;corse
quercitello;20237;42.427994577;9.342287535;haute-corse;corse
rapale;20246;42.620693423;9.304226711;haute-corse;corse
sermano;20212;42.315096946;9.266283956;haute-corse;corse
solaro;20240;41.879729465;9.320741438;haute-corse;corse
sant andrea di bozio;20212;42.276933646;9.284012946;haute-corse;corse
san gavino d ampugnani;20213;42.4173683;9.425640894;haute-corse;corse
san giovanni di moriani;20230;42.373178854;9.465822164;haute-corse;corse
san giuliano;20230;42.288169973;9.529052051;haute-corse;corse
san martino di lota;20200;42.732564534;9.432332916;haute-corse;corse
santa maria di lota;20200;42.751400321;9.423741198;haute-corse;corse
san nicolao;20230;42.368554556;9.509268001;haute-corse;corse
tallone;20270;42.184365159;9.46564825;haute-corse;corse
tallone;20270;42.184365159;9.46564825;haute-corse;corse
tralonca;20250;42.340626954;9.192853447;haute-corse;corse
vallica;20259;42.517505492;9.057996561;haute-corse;corse
velone orneto;20230;42.39097936;9.451708549;haute-corse;corse
venaco;20231;42.213918028;9.137186586;haute-corse;corse
verdese;20229;42.393390948;9.372080859;haute-corse;corse
ville di pietrabugno;20200;42.715990142;9.427402606;haute-corse;corse
chisa;20240;41.921131467;9.265733256;haute-corse;corse
ajaccio;20000;41.934723456;8.700937555;corse-du-sud;corse
ajaccio;20090;41.934723456;8.700937555;corse-du-sud;corse
albitreccia;20128;41.860660612;8.8777584;corse-du-sud;corse
albitreccia;20166;41.860660612;8.8777584;corse-du-sud;corse
altagene;20112;41.709341198;9.077320052;corse-du-sud;corse
argiusta moriccio;20140;41.815418536;9.032650196;corse-du-sud;corse
cannelle;20151;42.047811428;8.816968797;corse-du-sud;corse
cardo torgia;20190;41.852428162;8.97181311;corse-du-sud;corse
casaglione;20111;42.069543326;8.760405186;corse-du-sud;corse
casalabriva;20140;41.759907282;8.92558467;corse-du-sud;corse
cauro;20117;41.903933079;8.893570079;corse-du-sud;corse
coggia;20118;42.112405574;8.735278053;corse-du-sud;corse
coti chiavari;20138;41.769201599;8.752878504;corse-du-sud;corse
eccica suarella;20117;41.922967405;8.894632094;corse-du-sud;corse
moca croce;20140;41.787617666;9.010018558;corse-du-sud;corse
orto;20125;42.198884881;8.957623504;corse-du-sud;corse
partinello;20147;42.31887577;8.689530999;corse-du-sud;corse
peri;20167;42.004108;8.912431225;corse-du-sud;corse
pianottoli caldarello;20131;41.50486051;9.048613299;corse-du-sud;corse
pietrosella;20166;41.828384242;8.813573448;corse-du-sud;corse
rezza;20121;42.123684074;8.952481117;corse-du-sud;corse
serra di ferro;20140;41.741296698;8.812690377;corse-du-sud;corse
serra di scopamene;20127;41.778397913;9.10945997;corse-du-sud;corse
soccia;20125;42.209514801;8.922484339;corse-du-sud;corse
tasso;20134;41.950459429;9.09336522;corse-du-sud;corse
vico;20118;42.150789996;8.730072028;corse-du-sud;corse
villanova;20167;41.963229308;8.670021495;corse-du-sud;corse
aghione;20270;42.09858371;9.41182181;haute-corse;corse
alzi;20212;42.31255873;9.314211407;haute-corse;corse
asco;20276;42.434499645;8.997095065;haute-corse;corse
bastia;20200;42.686420533;9.425134055;haute-corse;corse
belgodere;20226;42.608071388;9.014172599;haute-corse;corse
bustanico;20212;42.327134133;9.308731954;haute-corse;corse
carcheto brustico;20229;42.355169722;9.360191363;haute-corse;corse
casabianca;20237;42.446912546;9.371438459;haute-corse;corse
castellare di casinca;20213;42.470865683;9.501308041;haute-corse;corse
castiglione;20218;42.409266106;9.11456258;haute-corse;corse
cateri;20225;42.569234613;8.896582034;haute-corse;corse
ficaja;20237;42.421419454;9.377909174;haute-corse;corse
galeria;20245;42.407960972;8.707141987;haute-corse;corse
ghisonaccia;20240;42.043742147;9.422912189;haute-corse;corse
giocatojo;20237;42.443980232;9.346162636;haute-corse;corse
lento;20252;42.53133798;9.263000703;haute-corse;corse
linguizzetta;20230;42.217767916;9.50995452;haute-corse;corse
lozzi;20224;42.362293727;8.981020761;haute-corse;corse
lucciana;20290;42.541487267;9.47330789;haute-corse;corse
mausoleo;20259;42.495194508;8.965300464;haute-corse;corse
montegrosso;20214;42.543663575;8.855619205;haute-corse;corse
montegrosso;20214;42.543663575;8.855619205;haute-corse;corse
morosaglia;20218;42.447442972;9.254839416;haute-corse;corse
nessa;20225;42.549250368;8.955449628;haute-corse;corse
noceta;20242;42.202866893;9.209151;haute-corse;corse
novale;20234;42.30481733;9.411128601;haute-corse;corse
pianello;20272;42.297735632;9.356328684;haute-corse;corse
piano;20215;42.441283087;9.397228426;haute-corse;corse
piedicorte di gaggio;20251;42.214947914;9.323352874;haute-corse;corse
pietracorbara;20233;42.844694311;9.438158539;haute-corse;corse
la porta;20237;42.424509445;9.358285544;haute-corse;corse
pruno;20213;42.42434454;9.448133189;haute-corse;corse
riventosa;20250;42.247726488;9.203165174;haute-corse;corse
sorio;20246;42.577541785;9.244900728;haute-corse;corse
soveria;20250;42.349616968;9.146357138;haute-corse;corse
speloncato;20226;42.574023464;8.9695723;haute-corse;corse
sant andrea di cotone;20221;42.314731034;9.472934033;haute-corse;corse
sant antonino;20220;42.584511842;8.908424902;haute-corse;corse
san lorenzo;20244;42.38954311;9.288566111;haute-corse;corse
santa lucia di moriani;20230;42.384149913;9.510666019;haute-corse;corse
santa maria di lota;20200;42.751400321;9.423741198;haute-corse;corse
santa maria poggio;20221;42.350302201;9.508105398;haute-corse;corse
san nicolao;20230;42.368554556;9.509268001;haute-corse;corse
santo pietro di tenda;20217;42.672456749;9.203774971;haute-corse;corse
santa reparata di balagna;20220;42.601368217;8.931733241;haute-corse;corse
talasani;20230;42.417835828;9.50741683;haute-corse;corse
tomino;20248;42.943861568;9.44531518;haute-corse;corse
valle di campoloro;20221;42.335491036;9.515381513;haute-corse;corse
vescovato;20215;42.515771377;9.473989387;haute-corse;corse
vignale;20290;42.536988042;9.395981853;haute-corse;corse
zilia;20214;42.518910536;8.903243603;haute-corse;corse
arbori;20160;42.128066991;8.795671346;corse-du-sud;corse
aullene;20116;41.807022288;9.092922973;corse-du-sud;corse
azzana;20121;42.112842887;8.931331876;corse-du-sud;corse
balogna;20160;42.187366095;8.754098668;corse-du-sud;corse
bastelicaccia;20129;41.935379337;8.836589723;corse-du-sud;corse
bonifacio;20169;41.435022724;9.185682637;corse-du-sud;corse
campo;20142;41.890771999;9.000227322;corse-du-sud;corse
carbini;20170;41.6758019;9.159962103;corse-du-sud;corse
coggia;20160;42.112405574;8.735278053;corse-du-sud;corse
figari;20114;41.516178304;9.120206954;corse-du-sud;corse
foce;20100;41.622016364;9.036079;corse-du-sud;corse
granace;20100;41.640462631;9.011964568;corse-du-sud;corse
guitera les bains;20153;41.922370397;9.078574208;corse-du-sud;corse
monacia d aullene;20171;41.524839286;9.011638307;corse-du-sud;corse
murzo;20160;42.158617987;8.846746277;corse-du-sud;corse
olmiccia;20112;41.67064449;9.033577364;corse-du-sud;corse
osani;20147;42.343208566;8.623265678;corse-du-sud;corse
ota;20150;42.254917144;8.733415061;corse-du-sud;corse
quasquara;20142;41.909019445;9.00915712;corse-du-sud;corse
rosazia;20121;42.125334299;8.861925294;corse-du-sud;corse
salice;20121;42.104686784;8.902309872;corse-du-sud;corse
sampolo;20134;41.946486583;9.120742619;corse-du-sud;corse
sarrola carcopino;20167;42.001804096;8.835119475;corse-du-sud;corse
sollacaro;20140;41.741671271;8.88000405;corse-du-sud;corse
sotta;20146;41.555644785;9.181631152;corse-du-sud;corse
tavaco;20167;42.031657485;8.884974446;corse-du-sud;corse
tavera;20163;42.069723105;9.016762047;corse-du-sud;corse
valle di mezzana;20167;42.023677226;8.820219186;corse-du-sud;corse
zicavo;20132;41.884420509;9.16690313;corse-du-sud;corse
zonza;20144;41.721325902;9.266900148;corse-du-sud;corse
zoza;20112;41.721274416;9.071461428;corse-du-sud;corse
albertacce;20224;42.311736325;8.924113162;haute-corse;corse
aleria;20270;42.106115829;9.49592506;haute-corse;corse
antisanti;20270;42.156532393;9.3835262;haute-corse;corse
barbaggio;20253;42.684031526;9.368384015;haute-corse;corse
belgodere;20226;42.608071388;9.014172599;haute-corse;corse
biguglia;20620;42.616568942;9.440806288;haute-corse;corse
biguglia;20620;42.616568942;9.440806288;haute-corse;corse
brando;20222;42.779657479;9.450579341;haute-corse;corse
canale di verde;20230;42.265062732;9.501696229;haute-corse;corse
canari;20217;42.843000293;9.345137885;haute-corse;corse
casalta;20215;42.435560307;9.423293866;haute-corse;corse
castirla;20236;42.368110887;9.125662016;haute-corse;corse
chiatra;20230;42.287456145;9.489738458;haute-corse;corse
favalello;20212;42.287456671;9.248604359;haute-corse;corse
feliceto;20225;42.549098073;8.939971216;haute-corse;corse
furiani;20600;42.652187613;9.416685967;haute-corse;corse
isolaccio di fiumorbo;20243;42.015837338;9.264232102;haute-corse;corse
lano;20244;42.378903669;9.235259414;haute-corse;corse
lumio;20260;42.580023196;8.825463076;haute-corse;corse
manso;20245;42.370935911;8.818884048;haute-corse;corse
matra;20270;42.282877731;9.388145686;haute-corse;corse
moltifao;20218;42.474312405;9.123341042;haute-corse;corse
montegrosso;20214;42.543663575;8.855619205;haute-corse;corse
monticello;20220;42.621908967;8.961753332;haute-corse;corse
muracciole;20219;42.168067922;9.19010691;haute-corse;corse
novella;20226;42.597336808;9.103110662;haute-corse;corse
occhiatana;20226;42.596773705;8.998549075;haute-corse;corse
oletta;20232;42.641773997;9.333297468;haute-corse;corse
olmo;20290;42.500966147;9.4137889;haute-corse;corse
pancheraccia;20251;42.196509397;9.404937717;haute-corse;corse
perelli;20234;42.314571009;9.388646318;haute-corse;corse
pero casevecchie;20230;42.415898621;9.464461145;haute-corse;corse
piedigriggio;20218;42.446285826;9.18174561;haute-corse;corse
pietra di verde;20230;42.292706467;9.444427237;haute-corse;corse
pieve;20246;42.602563476;9.295995774;haute-corse;corse
pioggiola;20259;42.522456117;8.974927807;haute-corse;corse
poggio d oletta;20232;42.656892578;9.359153809;haute-corse;corse
poggio marinaccio;20237;42.436106435;9.347133242;haute-corse;corse
polveroso;20229;42.401203387;9.361395421;haute-corse;corse
prato di giovellina;20218;42.419022064;9.169230292;haute-corse;corse
pruno;20213;42.42434454;9.448133189;haute-corse;corse
rogliano;20247;42.972127086;9.426060268;haute-corse;corse
rusio;20244;42.353850161;9.258527475;haute-corse;corse
rutali;20239;42.582984073;9.38185368;haute-corse;corse
silvareccio;20215;42.452776483;9.417778706;haute-corse;corse
sisco;20233;42.814388776;9.442806936;haute-corse;corse
sorbo ocagnano;20213;42.482669364;9.488445978;haute-corse;corse
stazzona;20229;42.380164629;9.375561105;haute-corse;corse
santa lucia di mercurio;20250;42.317971958;9.220470203;haute-corse;corse
santo pietro di venaco;20250;42.245017676;9.164616982;haute-corse;corse
talasani;20230;42.417835828;9.50741683;haute-corse;corse
tox;20270;42.243920282;9.442949117;haute-corse;corse
urtaca;20218;42.620839816;9.147910762;haute-corse;corse
vallecalle;20232;42.59968682;9.337178683;haute-corse;corse
ventiseri;20240;41.941136433;9.362670094;haute-corse;corse
ventiseri;20240;41.941136433;9.362670094;haute-corse;corse
venzolasca;20215;42.501557841;9.493173944;haute-corse;corse
volpajola;20290;42.519867456;9.360362944;haute-corse;corse
genouilleux;1090;46.120504129;4.793274771;ain;auvergne-rhône-alpes
montmerle sur saone;1090;46.085349049;4.760480813;ain;auvergne-rhône-alpes
st martin d ablois;51530;49.011687802;3.839622596;marne;grand est
aougny;51170;49.187422221;3.72530404;marne;grand est
arcis le ponsart;51170;49.224557418;3.689398597;marne;grand est
arzillieres neuville;51290;48.645635954;4.600018128;marne;grand est
avenay val d or;51160;49.075875948;4.046250971;marne;grand est
avize;51190;48.97337661;4.005795376;marne;grand est
ay champagne;51160;49.051240672;4.040333792;marne;grand est
baconnes;51400;49.164644318;4.338302135;marne;grand est
le baizil;51270;48.974915632;3.796162478;marne;grand est
beaunay;51270;48.877088703;3.884770761;marne;grand est
bermericourt;51220;49.365676798;3.986932261;marne;grand est
betheny;51450;49.295633496;4.05995884;marne;grand est
bethon;51260;48.613739401;3.612735805;marne;grand est
bettancourt la longue;51330;48.831442276;4.884057491;marne;grand est
billy le grand;51400;49.107888053;4.232702937;marne;grand est
binson et orquigny;51700;49.096814527;3.790291158;marne;grand est
blaise sous arzillieres;51300;48.671033731;4.585913121;marne;grand est
blesme;51340;48.732377996;4.776415972;marne;grand est
bouchy st genest;51310;48.656716993;3.489990755;marne;grand est
bouleuse;51170;49.22832267;3.841341263;marne;grand est
boult sur suippe;51110;49.381253913;4.141386943;marne;grand est
bourgogne fresne;51110;49.347425172;4.085569529;marne;grand est
braux ste cohiere;51800;49.094146738;4.821799698;marne;grand est
broyes;51120;48.761765356;3.75767622;marne;grand est
brusson;51300;48.741472724;4.706097443;marne;grand est
bussy le chateau;51600;49.059617471;4.531869403;marne;grand est
bussy lettree;51320;48.802753696;4.250699694;marne;grand est
chaltrait;51130;48.935058179;3.892502648;marne;grand est
champfleury;51500;49.195370087;4.018970175;marne;grand est
champguyon;51310;48.771941033;3.564162589;marne;grand est
chantemerle;51260;48.618810463;3.644036691;marne;grand est
le chatelier;51330;48.937453086;4.925044521;marne;grand est
chatillon sur broue;51290;48.546752758;4.700635315;marne;grand est
chatillon sur marne;51700;49.102743099;3.765997149;marne;grand est
chenay;51140;49.301431184;3.925848517;marne;grand est
cloyes sur marne;51300;48.660334993;4.641465654;marne;grand est
compertrix;51510;48.92773389;4.324834753;marne;grand est
conde sur marne;51150;49.046660606;4.179810256;marne;grand est
congy;51270;48.870165;3.818633324;marne;grand est
coole;51320;48.739523885;4.391519688;marne;grand est
cormontreuil;51350;49.217163377;4.05296148;marne;grand est
corrobert;51210;48.92350607;3.608269062;marne;grand est
coupetz;51240;48.812993024;4.349906141;marne;grand est
courthiezy;51700;49.047547463;3.600432389;marne;grand est
courtisols;51460;48.97738435;4.519368444;marne;grand est
cramant;51530;48.98725921;4.000620306;marne;grand est
dampierre sur moivre;51240;48.879220448;4.575257298;marne;grand est
drosnay;51290;48.57319836;4.619251422;marne;grand est
ecollemont;51290;48.615430843;4.74024252;marne;grand est
ecury le repos;51230;48.808386691;4.027050074;marne;grand est
elise daucourt;51800;49.042173138;4.860938383;marne;grand est
epense;51330;48.97435749;4.831264152;marne;grand est
ferebrianges;51270;48.871133353;3.840161584;marne;grand est
festigny;51700;49.028494977;3.767434401;marne;grand est
fismes;51170;49.306116259;3.678969381;marne;grand est
flavigny;51190;48.975355403;4.062019759;marne;grand est
fontaine en dormois;51800;49.240669981;4.721661737;marne;grand est
le gault soigny;51210;48.810163271;3.602588858;marne;grand est
germaine;51160;49.119046711;4.031658058;marne;grand est
curbans;5110;44.408358162;6.029812711;alpes-de-haute-provence;provence-alpes-côte d'azur
les grandes loges;51400;49.064045984;4.289195825;marne;grand est
gueux;51390;49.253796729;3.90715004;marne;grand est
haussignemont;51300;48.716267929;4.753120721;marne;grand est
haussimont;51320;48.745035414;4.167461614;marne;grand est
hauteville;51290;48.635261242;4.771928777;marne;grand est
isle sur marne;51290;48.645239985;4.6877975450000005;marne;grand est
jalons;51150;49.006536947;4.175725988;marne;grand est
juvigny;51150;49.015873416;4.27499059;marne;grand est
larzicourt;51290;48.634904692;4.726189019;marne;grand est
francheleins;1090;46.073642487;4.812560271;ain;auvergne-rhône-alpes
laval sur tourbe;51600;49.141661312;4.667553361;marne;grand est
lhery;51170;49.208302678;3.767576488;marne;grand est
livry louvercy;51400;49.105432745;4.312114265;marne;grand est
loivre;51220;49.346078411;3.974874504;marne;grand est
minaucourt le mesnil les hurlus;51800;49.17905331;4.695242813;marne;grand est
moncetz longevas;51470;48.91822947;4.449133788;marne;grand est
mont sur courville;51170;49.256407053;3.675306207;marne;grand est
morsains;51210;48.801682685;3.54728773;marne;grand est
mutigny;51160;49.075085355;4.018982405;marne;grand est
nanteuil la foret;51480;49.127281968;3.926266417;marne;grand est
la neuville aux larris;51480;49.142727109;3.832580839;marne;grand est
la neuville au pont;51800;49.129513771;4.852405785;marne;grand est
noirlieu;51330;48.940023236;4.804433702;marne;grand est
nuisement sur coole;51240;48.871875632;4.284867466;marne;grand est
ormes;51370;49.238567354;3.958267385;marne;grand est
pargny les reims;51390;49.219463321;3.921398653;marne;grand est
passavant en argonne;51800;49.022467608;5.003367639;marne;grand est
peas;51120;48.736124742;3.778987119;marne;grand est
plichancourt;51300;48.740550226;4.671878847;marne;grand est
pogny;51240;48.866101202;4.495226531;marne;grand est
reuil;51480;49.084979551;3.813976606;marne;grand est
rilly la montagne;51500;49.163306414;4.046338637;marne;grand est
les rivieres henruel;51300;48.651289228;4.542036272;marne;grand est
romigny;51170;49.173337842;3.768324316;marne;grand est
st amand sur fion;51300;48.827048846;4.61083268;marne;grand est
chabottes;5260;44.647656725;6.167295644;hautes-alpes;provence-alpes-côte d'azur
st eulien;52100;48.683978953;4.880242636;haute-marne;grand est
chanousse;5700;44.364610144;5.660014819;hautes-alpes;provence-alpes-côte d'azur
st just sauvage;51260;48.548228227;3.771004817;marne;grand est
st lumier en champagne;51300;48.792054617;4.619607217;marne;grand est
chorges;5230;44.54569412;6.288031885;hautes-alpes;provence-alpes-côte d'azur
st martin sur le pre;51520;48.992170583;4.357613171;marne;grand est
embrun;5200;44.580659411;6.4757196310000005;hautes-alpes;provence-alpes-côte d'azur
st remy en bouzemont st genest isson;51290;48.613268494;4.64925753;marne;grand est
espinasses;5190;44.492498311;6.232488404;hautes-alpes;provence-alpes-côte d'azur
st thierry;51220;49.297485976;3.97565808;marne;grand est
sapignicourt;52100;48.64762092;4.809970642;haute-marne;grand est
la faurie;5140;44.567220943;5.740610682;hautes-alpes;provence-alpes-côte d'azur
sept saulx;51400;49.149534534;4.263833942;marne;grand est
laye;5500;44.641984097;6.071415051;hautes-alpes;provence-alpes-côte d'azur
sillery;51500;49.192279793;4.139962803;marne;grand est
somme bionne;51800;49.088493629;4.716755557;marne;grand est
manteyer;5400;44.533375098;5.950183417;hautes-alpes;provence-alpes-côte d'azur
sommepy tahure;51600;49.243151298;4.592436441;marne;grand est
montbrand;5140;44.591693029;5.6676536330000005;hautes-alpes;provence-alpes-côte d'azur
somme vesle;51460;48.992390883;4.614287694;marne;grand est
montgenevre;5100;44.939278839;6.727939354;hautes-alpes;provence-alpes-côte d'azur
suippes;51600;49.125544531;4.525472417;marne;grand est
montmaur;5400;44.590386653;5.885553981;hautes-alpes;provence-alpes-côte d'azur
thieblemont faremont;51300;48.692936571;4.730353973;marne;grand est
montrond;5700;44.387093771;5.74635717;hautes-alpes;provence-alpes-côte d'azur
thillois;51370;49.25908031;3.945327488;marne;grand est
trigny;51140;49.297709903;3.889808917;marne;grand est
orcieres;5170;44.683805664;6.34901996;hautes-alpes;provence-alpes-côte d'azur
vanault les dames;51340;48.842400498;4.783896034;marne;grand est
les orres;5200;44.485055398;6.579809831;hautes-alpes;provence-alpes-côte d'azur
vassimont et chapelaine;51320;48.759558722;4.139397135;marne;grand est
oze;5400;44.506004785;5.79903209;hautes-alpes;provence-alpes-côte d'azur
vauchamps;51210;48.881284547;3.625302152;marne;grand est
vallouise pelvoux;5290;44.872925252;6.426552143;hautes-alpes;provence-alpes-côte d'azur
vauclerc;51300;48.707601456;4.673028607;marne;grand est
blancs coteaux;51130;48.923766846;3.992774619;marne;grand est
verzenay;51360;49.16405263;4.142607242;marne;grand est
puy st pierre;5100;44.897861893;6.6045589840000005;hautes-alpes;provence-alpes-côte d'azur
verzy;51380;49.144220536;4.160737507;marne;grand est
la veuve;51520;49.03732897;4.334343844;marne;grand est
la roche des arnauds;5400;44.584108461;5.96017732;hautes-alpes;provence-alpes-côte d'azur
le vieil dampierre;51330;48.982644817;4.924452906;marne;grand est
rosans;5150;44.400636504;5.46131633;hautes-alpes;provence-alpes-côte d'azur
vienne la ville;51800;49.163289609;4.854159504;marne;grand est
st bonnet en champsaur;5500;44.697641252;6.099255379;hautes-alpes;provence-alpes-côte d'azur
villers le sec;51250;48.819349205;4.854966612;marne;grand est
vinay;51530;49.012930082;3.899505189;marne;grand est
vitry la ville;51240;48.835235582;4.4326332950000005;marne;grand est
st jean st nicolas;5260;44.674487268;6.230922213;hautes-alpes;provence-alpes-côte d'azur
vraux;51150;49.033867567;4.244885141;marne;grand est
st julien en beauchene;5140;44.626245808;5.72001656;hautes-alpes;provence-alpes-côte d'azur
warmeriville;51110;49.348797361;4.237323886;marne;grand est
st leger les melezes;5260;44.646796288;6.21183244;hautes-alpes;provence-alpes-côte d'azur
magenta;51530;49.05462742;3.966421911;marne;grand est
st sauveur;5200;44.537103283;6.529370733;hautes-alpes;provence-alpes-côte d'azur
aigremont;52400;48.013197216;5.725028352;haute-marne;grand est
le saix;5400;44.463813455;5.833781653;hautes-alpes;provence-alpes-côte d'azur
andilly en bassigny;52360;47.928322058;5.520723908;haute-marne;grand est
savournon;5700;44.423665695;5.799423827;hautes-alpes;provence-alpes-côte d'azur
annonville;52230;48.386378355;5.270500582;haute-marne;grand est
